# meas_0,meas_1,meas_2,meas_3,meas_4,meas_5,meas_6,meas_7,meas_8,meas_9,meas_10,meas_11,meas_12,meas_13,meas_14,meas_15,meas_16,meas_17,meas_18,meas_19,meas_20,meas_21,meas_22,meas_23,meas_24,meas_25,meas_26,meas_27,meas_28,meas_29,meas_30,meas_31,meas_32,meas_33,meas_34,meas_35,meas_36,meas_37,meas_38,meas_39,meas_40,meas_41,meas_42,meas_43,meas_44,meas_45,meas_46,meas_47,meas_48,meas_49,meas_50,meas_51,meas_52,meas_53,meas_54,meas_55,meas_56,meas_57,meas_58,meas_59,meas_60,meas_61,meas_62,meas_63,meas_64,meas_65,meas_66,meas_67,meas_68,meas_69,meas_70,meas_71,meas_72,meas_73,meas_74,meas_75,meas_76,meas_77,meas_78,meas_79,meas_80,meas_81,meas_82,meas_83,meas_84,meas_85,meas_86,meas_87,meas_88,meas_89,meas_90,meas_91,meas_92,meas_93,meas_94,meas_95,meas_96,meas_97,meas_98,meas_99,meas_100,meas_101,meas_102,meas_103,meas_104,meas_105,meas_106,meas_107,meas_108,meas_109,meas_110,meas_111,meas_112,meas_113,meas_114,meas_115,meas_116,meas_117,meas_118,meas_119,meas_120,meas_121,meas_122,meas_123,meas_124,meas_125,meas_126,meas_127,meas_128,meas_129,meas_130,meas_131,meas_132,meas_133,meas_134,meas_135,meas_136,meas_137,meas_138,meas_139,meas_140,meas_141,meas_142,meas_143,meas_144,meas_145,meas_146,meas_147,meas_148,meas_149,meas_150,meas_151,meas_152,meas_153,meas_154,meas_155,meas_156,meas_157,meas_158,meas_159,meas_160,meas_161,meas_162,meas_163,meas_164,meas_165,meas_166,meas_167,meas_168,meas_169,meas_170,meas_171,meas_172,meas_173,meas_174,meas_175,meas_176,meas_177,meas_178,meas_179,meas_180,meas_181,meas_182,meas_183,meas_184,meas_185,meas_186,meas_187,meas_188,meas_189,meas_190,meas_191,meas_192,meas_193,meas_194,meas_195,meas_196,meas_197,meas_198,meas_199,meas_200,meas_201,meas_202,meas_203,meas_204,meas_205,meas_206,meas_207
-2.17830658,-1.38260603,0.13047989,0.22776665,0.22772861,0.17032470,0.18490295,0.16058466,0.20405214,0.20428169,0.19932285,0.26508453,0.40904281,-4.72698259,-1.14555418,-0.39184833,-0.21185604,-0.08078694,-0.06559779,-0.06800453,-0.05532901,-0.09710221,-0.05937372,-0.11756931,-0.17249173,-0.40514725,-2.17245841,-4.97074127,-1.84882736,-1.02751946,-0.63629162,-0.51828623,-0.41531095,-0.38667011,-0.39817590,-0.42549273,-0.52546370,-0.66997850,-1.00367475,-1.38079262,-4.72894144,-2.06079078,-1.09254336,-0.75927943,-0.55229229,-0.43803826,-0.43853340,-0.38280380,-0.41139168,-0.47475445,-0.58511651,-0.85729957,0.11410316,-1.12924337,-4.89880371,0.66808003,0.35541075,0.23151726,0.15297462,0.10998026,0.10847805,0.12913257,0.11634633,0.10191262,0.09145426,0.22655085,-0.42342314,-1.88152254,-2.04247189,0.20370944,0.18087733,0.12197810,0.09027497,0.06823574,0.09813118,0.08182491,0.12065451,0.12369274,0.19945687,-0.22087736,-1.01781309,-1.12434185,0.71153194,0.13572225,0.05948013,0.06524141,0.12232094,0.08089485,0.05927016,0.09387949,0.11767621,0.16189949,-0.11010463,-0.65707392,-0.74946123,0.34729117,0.19220361,0.05620956,0.05240912,0.02232981,0.03604287,0.04228779,0.05760829,0.10611925,0.12010034,-0.08260392,-0.49993634,-0.56396717,0.22510485,0.13385034,0.12505725,0.05745229,0.01811239,0.04873742,0.06748816,0.07541348,0.09067415,0.17119169,-0.06284967,-0.42602244,-0.45902735,0.14731324,0.14056711,0.06371570,0.08697493,0.04776579,0.08183617,0.02662744,0.05937543,0.07232186,0.18064637,-0.03731893,-0.40326151,-0.42305896,0.09681251,0.11160494,0.08950298,0.03264615,0.02894797,0.02240636,0.06579073,0.04830847,0.10963614,0.20360251,-0.06956483,-0.42736399,-0.39476791,0.09873975,0.08238776,0.08701362,0.04265277,0.03783930,0.02780988,0.05939595,0.04764697,0.10691448,0.23699178,-0.08307924,-0.41547999,-0.44059080,0.06991257,0.05617437,0.08613773,0.04450807,-0.00363593,0.04380661,0.02421355,0.07946300,0.10152099,0.29961312,-0.10096713,-0.51172286,-0.47526535,0.07780203,0.10279405,0.05165696,0.07012779,0.05781652,0.06363452,0.00880705,0.02795241,0.15961181,0.37359044,-0.18208688,-0.61671931,-0.62562436,0.06506609,0.08759744,0.10607252,0.08447111,0.02393308,0.00764377,0.05202346,0.06440802,0.08843589,-0.38950902,-1.01291943,-0.84358007,0.09703857,0.18680410,0.11665573,0.09173649,0.08421014,0.09556141,0.06791624,0.08691124,0.10790735,0.14693265
-2.16660690,-1.39532781,0.13789102,0.23316476,0.18864681,0.17215317,0.12920754,0.15299091,0.13973913,0.18431921,0.20803784,0.28067312,0.42879218,-4.71288443,-1.13534892,-0.38379037,-0.19798233,-0.10627148,-0.10675447,-0.04541435,-0.06675411,-0.08476922,-0.09897070,-0.09959992,-0.18033312,-0.39593711,-2.17801476,-4.94387865,-1.85715139,-1.05063856,-0.66580880,-0.49156845,-0.41106930,-0.40184185,-0.37849259,-0.42337528,-0.49342528,-0.64110070,-1.02324140,-1.40606546,-4.75958157,-2.04687333,-1.10016072,-0.75375962,-0.54410011,-0.44778031,-0.38893241,-0.38504189,-0.43278912,-0.48567149,-0.62087548,-0.87568426,0.12729022,-1.12116587,-4.90260363,0.68629271,0.38118491,0.25011387,0.17627946,0.12395436,0.09368023,0.06709807,0.08131612,0.07253933,0.10554291,0.23552409,-0.39379328,-1.87714076,-2.03952336,0.26148462,0.13144404,0.12658966,0.10407057,0.11665011,0.10121214,0.08328520,0.08865514,0.13385357,0.20410001,-0.19436055,-1.01236343,-1.09742522,0.73550004,0.10755362,0.09150387,0.05372206,0.05291733,0.06250055,0.11993819,0.07946199,0.10992349,0.17857850,-0.12438683,-0.65863198,-0.74479926,0.34604853,0.19681707,0.07724616,0.04720324,0.03157196,0.05442312,0.07599040,0.07227486,0.11096600,0.16093412,-0.08003618,-0.53266662,-0.54272354,0.22152086,0.16069406,0.09213395,0.06995307,0.04610528,0.06531899,0.04969465,0.05953077,0.08306261,0.17457002,-0.07475265,-0.43603688,-0.47543135,0.14908470,0.09110723,0.08274837,0.03936487,-0.00280781,0.02309096,0.04761061,0.07931809,0.08628442,0.17832603,-0.05963962,-0.41901940,-0.37006342,0.14158471,0.10480566,0.05770137,0.08891886,0.04675531,0.07269194,0.04536279,0.04965941,0.07622229,0.18672313,-0.08170225,-0.35510248,-0.42148149,0.11298373,0.08478300,0.04966345,0.05324904,0.04570267,0.04577181,0.03285957,0.06798250,0.09238137,0.25643101,-0.08087672,-0.42610675,-0.40643612,0.10097071,0.09533262,0.09831609,0.05115018,0.04230672,0.04005392,0.03717120,0.10752908,0.10429330,0.26035264,-0.09722236,-0.50196034,-0.48831937,0.05245131,0.09430762,0.09347635,0.05016102,0.06575337,0.04781442,0.05159812,0.01146867,0.13690442,0.42631468,-0.18829726,-0.66177636,-0.58746099,0.11099180,0.14621747,0.06262198,0.03599889,0.05358234,0.05830873,0.05503074,0.02982606,0.08008340,-0.40175173,-0.99994850,-0.85129076,0.06970049,0.14105512,0.09582763,0.10482695,0.07855728,0.09328201,0.12851596,0.12375014,0.11262722,0.15312342
-2.17055082,-1.37361920,0.12117269,0.21417212,0.22918016,0.19433630,0.15606378,0.12644358,0.15851432,0.15738520,0.21034318,0.26876897,0.40996033,-4.72651291,-1.13688815,-0.38059524,-0.18092030,-0.10506712,-0.06409846,-0.06781728,-0.07520792,-0.08758464,-0.08110940,-0.09607544,-0.17507228,-0.41830355,-2.14796615,-4.92952108,-1.89171600,-1.01148129,-0.66058117,-0.52267998,-0.41463152,-0.37252170,-0.38144749,-0.44183606,-0.53083825,-0.64251667,-1.03922307,-1.38797653,-4.76046610,-2.07568264,-1.08188415,-0.74195278,-0.54533970,-0.43899754,-0.43018362,-0.39931786,-0.39477363,-0.47258425,-0.59658265,-0.82411075,0.08995982,-1.10276318,-4.97181368,0.71500206,0.38206953,0.20568623,0.16292559,0.09386101,0.08764093,0.08081083,0.03378514,0.10242475,0.07166589,0.19377172,-0.41412559,-1.87970090,-2.06272101,0.22789815,0.15786971,0.11669885,0.07522698,0.08017343,0.07416501,0.04875895,0.07865008,0.16869135,0.18804841,-0.18487103,-0.98056781,-1.10831094,0.71189892,0.09633105,0.10524131,0.08115304,0.03891305,0.04940720,0.05907850,0.11403878,0.13116431,0.20944598,-0.10601339,-0.68262851,-0.75424927,0.36242750,0.23388636,0.05233449,0.06268612,0.08119501,0.07541778,0.05933262,0.04907735,0.08854177,0.17455627,-0.08489648,-0.52184892,-0.59397900,0.22000699,0.17884947,0.09073654,0.05046377,0.07715502,0.08311980,0.03755524,0.08743771,0.07833717,0.16383824,-0.05901952,-0.43440345,-0.48482457,0.18480417,0.14660622,0.04915435,0.04666765,0.05517844,0.04271648,0.03720406,0.05863937,0.08988490,0.16328749,-0.06966662,-0.39965984,-0.38474068,0.11523568,0.14349459,0.07499602,0.05257283,0.02826765,0.06428662,0.05823218,0.05443723,0.07239006,0.17082740,-0.06067140,-0.38755569,-0.40028977,0.09238695,0.05808175,0.07664787,0.05325604,0.05620648,0.06209557,0.02546429,0.07645692,0.10006116,0.20484179,-0.08045602,-0.42919067,-0.41937906,0.10340100,0.08748948,0.09348740,0.03648915,0.03858090,0.03473402,0.04037569,0.07486326,0.08799038,0.29371023,-0.11432541,-0.47356611,-0.48366016,0.10003091,0.07253256,0.07564719,0.03860809,0.06418283,0.04436149,0.04976233,0.05332788,0.15296841,0.42017341,-0.17754164,-0.67133737,-0.60816950,0.11082125,0.12103330,0.08967455,0.06132854,0.07854103,0.05333192,0.04909953,0.09422737,0.08592685,-0.39798912,-1.01437116,-0.88665634,0.10523701,0.13490835,0.11315517,0.09478351,0.07678957,0.09133225,0.09630251,0.05612613,0.07893620,0.13747057
-2.19062281,-1.36056054,0.14726061,0.22203811,0.20726204,0.15861806,0.16694744,0.15906867,0.11222363,0.15181546,0.19363351,0.26267543,0.41415820,-4.73798227,-1.08530307,-0.42753237,-0.19307366,-0.09074992,-0.10943865,-0.07382544,-0.05067540,-0.03651537,-0.07609546,-0.12505078,-0.16659634,-0.38124043,-2.17740917,-4.94730806,-1.89135706,-1.03013587,-0.65753591,-0.48076338,-0.36911336,-0.39251629,-0.38045466,-0.43782118,-0.51572621,-0.65241814,-1.00808668,-1.42901123,-4.78786802,-2.04940867,-1.09675825,-0.73619384,-0.55560333,-0.50945890,-0.43441537,-0.38778993,-0.42668724,-0.47259203,-0.60108501,-0.83540964,0.15879849,-1.13322222,-4.92554426,0.70901370,0.37130764,0.25378776,0.18182579,0.09153847,0.09994593,0.09912401,0.09621993,0.08454939,0.05401732,0.21279098,-0.40181142,-1.87611413,-2.03240061,0.24289696,0.18615191,0.12364668,0.09586449,0.10528771,0.06078273,0.07546718,0.09612180,0.11631377,0.19390897,-0.21818265,-0.99849212,-1.12893307,0.66887736,0.09606536,0.11558758,0.05444556,0.04540350,0.09372615,0.06108261,0.09732334,0.12177513,0.17891191,-0.10693172,-0.65278286,-0.75743449,0.35674006,0.20548138,0.03343473,0.04921179,0.05726530,0.07266440,0.06830313,0.09087085,0.10068057,0.10199238,-0.07341672,-0.50321418,-0.51781219,0.22275044,0.17807218,0.09288234,0.06028699,0.03535138,0.03401032,0.05471099,0.07004409,0.08860222,0.15897204,-0.07390361,-0.44115114,-0.44055730,0.12698995,0.13287114,0.06373625,0.10375679,0.03281108,0.03165595,0.06433862,0.06286870,0.09556544,0.19049995,-0.04615196,-0.40778846,-0.43133217,0.08993955,0.10282937,0.06483743,0.07469499,0.03322932,0.06130469,0.04773077,0.08849937,0.11408020,0.16155055,-0.06599156,-0.36161315,-0.39459717,0.09035611,0.07102149,0.07095489,0.04191296,0.04974891,0.01516998,0.06045380,0.04190934,0.09640491,0.22493789,-0.07735823,-0.40593165,-0.43086511,0.07373670,0.10353003,0.06631093,0.04884295,0.06242053,0.02340658,0.02796146,0.05547011,0.09491864,0.27517462,-0.13156369,-0.51656383,-0.47709939,0.09758104,0.10298759,0.03811194,0.04456739,0.03438826,0.03726021,0.04658807,0.09007499,0.09510931,0.41552341,-0.13794024,-0.66459209,-0.62738979,0.05996107,0.09273653,0.08631849,0.05341947,0.06561495,0.06054967,0.04918389,0.05845829,0.03635152,-0.37551218,-1.03734720,-0.84180146,0.06619510,0.15311581,0.11542897,0.07221309,0.07862896,0.11410891,0.06600257,0.11870719,0.11274619,0.10999597
-2.17169166,-1.39549875,0.10963055,0.20850547,0.19268210,0.18789849,0.13392897,0.12154279,0.16244046,0.15597381,0.22641915,0.27097103,0.41567016,-4.74240160,-1.13367271,-0.40656629,-0.20373660,-0.11835731,-0.09136782,-0.06644762,-0.01359130,-0.06620895,-0.06911505,-0.10832531,-0.15589476,-0.40012112,-2.19131875,-4.90423346,-1.88204491,-1.03376698,-0.63306367,-0.52475458,-0.41445997,-0.39366624,-0.38983947,-0.44191837,-0.50340819,-0.63904005,-0.99847251,-1.37906921,-4.73077393,-2.05869794,-1.11650777,-0.75224197,-0.54636925,-0.46013546,-0.40951982,-0.40537563,-0.39163166,-0.50835377,-0.61723500,-0.85722876,0.12574303,-1.12145531,-4.93652487,0.68561000,0.38762304,0.22700338,0.17417701,0.12219438,0.08581631,0.07668865,0.11469142,0.10421032,0.07712191,0.22412136,-0.40580687,-1.85073054,-2.07946062,0.22676706,0.18881515,0.10008236,0.11476442,0.06107354,0.10392231,0.07464821,0.08050371,0.13008943,0.21545960,-0.16718055,-1.03218663,-1.13358974,0.68581295,0.07422163,0.10056943,0.07551415,0.07186707,0.09124794,0.07227002,0.10857835,0.10074139,0.17616943,-0.13195920,-0.67666698,-0.75668091,0.35822394,0.21756737,0.03933904,0.05936822,0.07138484,0.09192291,0.05659654,0.09307208,0.10717537,0.13998762,-0.09660114,-0.52847344,-0.54010433,0.22610714,0.14154251,0.13338286,0.03138038,0.02792183,0.05791190,0.02211778,0.05229989,0.05874357,0.17183490,-0.03723281,-0.37906855,-0.46735325,0.15997733,0.11778566,0.05693833,0.05529550,0.03873411,0.02001332,0.04936399,0.07384440,0.05084374,0.15742388,-0.06794916,-0.41141826,-0.40603009,0.10919885,0.13782722,0.11055323,0.05158968,0.02104124,0.04215576,0.02869204,0.05687733,0.06895773,0.12936604,-0.06894749,-0.35311309,-0.38794765,0.09544735,0.06450510,0.04968124,0.05336540,0.04935037,0.08577318,0.07091281,0.08880761,0.09107908,0.18509585,-0.08025835,-0.43569452,-0.43522459,0.05990714,0.09052318,0.08593556,0.05980537,0.03326558,0.04827987,0.02102898,0.05072067,0.10512192,0.28314161,-0.10993459,-0.48523459,-0.47722608,0.09292653,0.12148155,0.07635760,0.06773324,-0.00198826,0.03975469,0.04896283,0.02866028,0.15868421,0.41142234,-0.17228596,-0.68364328,-0.61874586,0.09918132,0.09634722,0.06400211,0.09334800,0.06651396,0.05389768,0.07010462,0.05259939,0.05404240,-0.40989548,-1.00632441,-0.81758088,0.10370085,0.15521643,0.12837341,0.12617691,0.09764710,0.12429973,0.08039994,0.08285927,0.09898861,0.11096802
-2.20209384,-1.37464130,0.14294529,0.22645423,0.21506858,0.18000969,0.17195666,0.16558596,0.18866418,0.15464728,0.20322359,0.28454939,0.40008998,-4.75549650,-1.11661255,-0.41621685,-0.24451821,-0.14687261,-0.07735083,-0.04516528,-0.06401113,-0.05880924,-0.07415982,-0.08819723,-0.17797962,-0.41300720,-2.17565060,-4.89829922,-1.88241088,-1.01880860,-0.66223884,-0.53715509,-0.45710313,-0.40866154,-0.38499719,-0.44146967,-0.48269296,-0.67249250,-1.04422224,-1.41405094,-4.78292656,-2.03864312,-1.11738312,-0.74427950,-0.53682798,-0.45371100,-0.41459492,-0.42730352,-0.44687817,-0.47478995,-0.59270674,-0.86649579,0.13563578,-1.12230933,-4.94866848,0.73838258,0.37608191,0.19382372,0.13696142,0.14646302,0.11511863,0.09318760,0.08352023,0.07620455,0.05879982,0.22241852,-0.41797858,-1.83727610,-2.07310724,0.22106768,0.14604674,0.10934738,0.09517603,0.10089084,0.09868530,0.09339306,0.10638012,0.14083874,0.19797990,-0.20525654,-0.98787344,-1.13602459,0.70431769,0.11056507,0.07303518,0.05815833,0.07130017,0.05958849,0.08082061,0.11007696,0.14140818,0.17860162,-0.11538465,-0.66928041,-0.73313504,0.36033458,0.22970268,0.05561763,0.05289493,0.07238634,0.04040626,0.05490595,0.07454113,0.08394242,0.14064151,-0.09708977,-0.53364301,-0.56139916,0.22359000,0.16137721,0.10911565,0.06490597,0.02355119,0.05053387,0.02418540,0.01412400,0.10532360,0.13890171,-0.08416411,-0.44101706,-0.44393039,0.14156294,0.11824471,0.10090307,0.01565631,0.05641060,0.03178919,0.05773574,0.02126440,0.07962777,0.18224388,-0.07848039,-0.38018388,-0.39174530,0.14323476,0.09181208,0.05800097,0.05824905,0.04520457,0.02690614,0.04525457,0.04491310,0.03770457,0.18595859,-0.04993507,-0.38515154,-0.37402958,0.08447197,0.09711887,0.05117857,0.04736102,0.04409616,-0.01113475,0.04706277,0.07672366,0.08097831,0.19847304,-0.09067123,-0.41887045,-0.44826752,0.08343428,0.06154141,0.08098529,0.03292217,0.02395700,0.03768728,0.01669270,0.09001977,0.10592018,0.24465744,-0.09844735,-0.47051799,-0.48463386,0.11678032,0.08214335,0.06597202,0.07253304,0.04855552,0.01921933,0.06385028,0.05916975,0.15007696,0.37758788,-0.17971216,-0.67922968,-0.62089157,0.08253305,0.11721188,0.08177138,0.07801384,0.08465411,0.06925694,0.03480381,0.07187431,0.05755997,-0.41277611,-1.04489768,-0.88339084,0.07415485,0.13557948,0.12026971,0.12750243,0.09970545,0.08248927,0.07065495,0.07868669,0.08411502,0.09691222
